Transaction_ID,Customer_ID,Transaction_Date,Age,Gender,City,Account_Type,Transaction_Type,Payment_Method,Amount,Balance
TXN004682,1325,2024-12-07 17:55:55.895589,33,Male,Bangalore,Savings,Transfer,Debit Card,39698.32,497838.51
TXN004683,1392,2024-12-07 19:41:03.726372,41,Female,Chennai,Savings,Deposit,UPI,95917.04,30435.12
TXN004684,1930,2024-12-07 21:26:11.557155,40,Female,Mumbai,Savings,Deposit,Net Banking,42373.89,182313.31
TXN004685,1688,2024-12-07 23:11:19.387938,65,Male,Hyderabad,Current,Deposit,UPI,26037.84,336325.84
TXN004686,1628,2024-12-08 00:56:27.218721,27,Male,Pune,Savings,Withdrawal,UPI,56967.33,93577.97
TXN004687,1440,2024-12-08 02:41:35.049504,58,Male,Mumbai,Savings,Transfer,Net Banking,81093.3,299246.41
TXN004688,1204,2024-12-08 04:26:42.880288,58,Female,Bangalore,Savings,Transfer,ATM,2331.0,407740.59
TXN004689,1486,2024-12-08 06:11:50.711071,66,Male,Hyderabad,Current,Withdrawal,Debit Card,55854.36,429752.78
TXN004690,1833,2024-12-08 07:56:58.541854,34,Female,Bangalore,Savings,Withdrawal,UPI,83647.61,354678.24
TXN004691,1031,2024-12-08 09:42:06.372637,66,Male,Bangalore,Savings,Deposit,Net Banking,21640.81,45473.27
TXN004692,1388,2024-12-08 11:27:14.203420,61,Male,Delhi,Savings,Deposit,Net Banking,92176.13,177455.91
TXN004693,1625,2024-12-08 13:12:22.034203,62,Male,Pune,Current,Withdrawal,UPI,57811.79,483834.67
TXN004694,1877,2024-12-08 14:57:29.864986,47,Male,Bangalore,Savings,Withdrawal,UPI,51720.97,100413.76
TXN004695,1434,2024-12-08 16:42:37.695769,61,Male,Chennai,Savings,Withdrawal,ATM,96369.79,229693.41
TXN004696,1837,2024-12-08 18:27:45.526552,63,Female,Bangalore,Savings,Deposit,Net Banking,13052.21,170417.58
TXN004697,1926,2024-12-08 20:12:53.357335,27,Male,Hyderabad,Current,Deposit,ATM,74040.1,106741.45
TXN004698,1376,2024-12-08 21:58:01.188118,36,Male,Chennai,Savings,Deposit,Net Banking,81875.27,165150.36
TXN004699,1344,2024-12-08 23:43:09.018901,46,Female,Bangalore,Savings,Transfer,UPI,48906.8,98811.74
TXN004700,1443,2024-12-09 01:28:16.849684,19,Female,Chennai,Savings,Deposit,Net Banking,746.92,439240.41
TXN004701,1579,2024-12-09 03:13:24.680468,53,Female,Bangalore,Current,Withdrawal,UPI,52481.22,91349.43
TXN004702,1075,2024-12-09 04:58:32.511251,36,Female,Pune,Savings,Deposit,UPI,15435.84,313654.36
TXN004703,1557,2024-12-09 06:43:40.342034,24,Male,Chennai,Savings,Withdrawal,ATM,56300.8,471446.23
TXN004704,1772,2024-12-09 08:28:48.172817,43,Male,Mumbai,Savings,Deposit,Debit Card,73888.0,476559.63
TXN004705,1666,2024-12-09 10:13:56.003600,32,Female,Delhi,Savings,Deposit,UPI,53154.04,302210.21
TXN004706,1155,2024-12-09 11:59:03.834383,64,Male,Chennai,Savings,Deposit,Net Banking,63117.12,139093.48
TXN004707,1430,2024-12-09 13:44:11.665166,55,Female,Hyderabad,Savings,Deposit,Net Banking,10484.16,127709.42
TXN004708,1363,2024-12-09 15:29:19.495949,20,Female,Delhi,Current,Deposit,Debit Card,9794.87,374997.99
TXN004709,1448,2024-12-09 17:14:27.326732,55,Male,Delhi,Savings,Transfer,UPI,85108.98,490450.13
TXN004710,1987,2024-12-09 18:59:35.157515,33,Male,Bangalore,Current,Deposit,UPI,5028.05,43409.51
TXN004711,1234,2024-12-09 20:44:42.988298,19,Female,Chennai,Savings,Deposit,ATM,28501.57,395786.95
TXN004712,1563,2024-12-09 22:29:50.819081,48,Male,Pune,Current,Withdrawal,Debit Card,93775.89,65877.76
TXN004713,1818,2024-12-10 00:14:58.649864,45,Female,Delhi,Savings,Withdrawal,UPI,45940.82,152601.75
TXN004714,1262,2024-12-10 02:00:06.480648,24,Female,Hyderabad,Savings,Deposit,ATM,67486.4,285478.71
TXN004715,1827,2024-12-10 03:45:14.311431,47,Female,Pune,Savings,Withdrawal,ATM,22246.87,152126.23
TXN004716,1125,2024-12-10 05:30:22.142214,60,Female,Pune,Savings,Transfer,Debit Card,27124.24,326879.28
TXN004717,1911,2024-12-10 07:15:29.972997,24,Male,Hyderabad,Savings,Deposit,UPI,50949.15,211511.96
TXN004718,1245,2024-12-10 09:00:37.803780,53,Female,Hyderabad,Savings,Withdrawal,Debit Card,63846.19,113461.3
TXN004719,1542,2024-12-10 10:45:45.634563,46,Female,Bangalore,Savings,Deposit,UPI,96050.07,267810.72
TXN004720,1938,2024-12-10 12:30:53.465346,41,Female,Mumbai,Savings,Deposit,UPI,57484.56,16884.82
TXN004721,1485,2024-12-10 14:16:01.296129,69,Male,Chennai,Savings,Transfer,Net Banking,9687.31,371833.78
TXN004722,1122,2024-12-10 16:01:09.126912,56,Female,Delhi,Savings,Deposit,UPI,36755.24,263532.99
TXN004723,1125,2024-12-10 17:46:16.957695,21,Female,Chennai,Savings,Deposit,Net Banking,24492.34,473616.66
TXN004724,1549,2024-12-10 19:31:24.788478,46,Male,Pune,Savings,Transfer,UPI,25514.68,55880.79
TXN004725,1170,2024-12-10 21:16:32.619261,61,Female,Delhi,Savings,Withdrawal,ATM,50588.21,367484.66
TXN004726,1124,2024-12-10 23:01:40.450045,22,Female,Bangalore,Savings,Withdrawal,UPI,31734.98,153970.45
TXN004727,1869,2024-12-11 00:46:48.280828,46,Female,Chennai,Savings,Withdrawal,Net Banking,29001.96,189708.6
TXN004728,1035,2024-12-11 02:31:56.111611,47,Female,Bangalore,Current,Withdrawal,Net Banking,96805.09,177500.93
TXN004729,1087,2024-12-11 04:17:03.942394,46,Male,Bangalore,Savings,Transfer,UPI,58437.47,182220.85
TXN004730,1646,2024-12-11 06:02:11.773177,43,Male,Chennai,Savings,Deposit,UPI,26251.71,218263.3
TXN004731,1708,2024-12-11 07:47:19.603960,36,Male,Chennai,Savings,Withdrawal,Debit Card,27659.36,15397.4
TXN004732,1786,2024-12-11 09:32:27.434743,43,Female,Delhi,Savings,Deposit,Net Banking,81121.71,424144.89
TXN004733,1201,2024-12-11 11:17:35.265526,54,Male,Pune,Savings,Deposit,Debit Card,88658.93,441488.99
TXN004734,1369,2024-12-11 13:02:43.096309,44,Male,Pune,Savings,Withdrawal,Net Banking,67935.22,24580.48
TXN004735,1797,2024-12-11 14:47:50.927092,47,Female,Hyderabad,Savings,Withdrawal,UPI,43201.54,389121.58
TXN004736,1077,2024-12-11 16:32:58.757875,68,Male,Bangalore,Savings,Deposit,ATM,76480.94,40774.94
TXN004737,1059,2024-12-11 18:18:06.588658,70,Male,Pune,Savings,Deposit,Debit Card,93744.45,404867.73
TXN004738,1431,2024-12-11 20:03:14.419441,47,Male,Mumbai,Savings,Withdrawal,UPI,16703.44,308428.92
TXN004739,1638,2024-12-11 21:48:22.250225,20,Female,Delhi,Current,Withdrawal,Debit Card,86184.39,156644.62
TXN004740,1500,2024-12-11 23:33:30.081008,60,Female,Delhi,Savings,Transfer,Net Banking,84897.38,308871.89
TXN004741,1913,2024-12-12 01:18:37.911791,24,Male,Hyderabad,Savings,Transfer,Net Banking,36713.55,255789.82
TXN004742,1109,2024-12-12 03:03:45.742574,66,Male,Hyderabad,Savings,Transfer,UPI,29249.43,319698.64
TXN004743,1736,2024-12-12 04:48:53.573357,26,Female,Bangalore,Savings,Withdrawal,UPI,56574.48,240309.03
TXN004744,1278,2024-12-12 06:34:01.404140,70,Female,Delhi,Savings,Withdrawal,ATM,27302.15,387572.92
TXN004745,1068,2024-12-12 08:19:09.234923,58,Female,Delhi,Current,Transfer,UPI,14623.19,27408.42
TXN004746,1069,2024-12-12 10:04:17.065706,59,Female,Mumbai,Savings,Transfer,Net Banking,95312.58,175419.74
TXN004747,1165,2024-12-12 11:49:24.896489,30,Male,Bangalore,Savings,Withdrawal,UPI,49187.44,281846.94
TXN004748,1489,2024-12-12 13:34:32.727272,32,Female,Bangalore,Savings,Withdrawal,Debit Card,47278.38,296180.3
TXN004749,1305,2024-12-12 15:19:40.558055,22,Male,Pune,Savings,Deposit,UPI,12697.7,88924.77
TXN004750,1909,2024-12-12 17:04:48.388838,46,Female,Hyderabad,Savings,Transfer,ATM,50464.87,41892.15
TXN004751,1674,2024-12-12 18:49:56.219621,52,Female,Pune,Savings,Transfer,UPI,74309.02,15384.42
TXN004752,1365,2024-12-12 20:35:04.050405,44,Female,Bangalore,Current,Transfer,UPI,24879.83,209441.74
TXN004753,1854,2024-12-12 22:20:11.881188,44,Female,Mumbai,Savings,Deposit,UPI,36951.98,168541.65
TXN004754,1821,2024-12-13 00:05:19.711971,25,Male,Bangalore,Savings,Deposit,Debit Card,17973.64,286064.96
TXN004755,1379,2024-12-13 01:50:27.542754,49,Male,Pune,Savings,Withdrawal,Debit Card,35572.06,227509.84
TXN004756,1343,2024-12-13 03:35:35.373537,37,Male,Chennai,Current,Transfer,UPI,86142.03,200063.69
TXN004757,1947,2024-12-13 05:20:43.204320,27,Female,Chennai,Current,Transfer,UPI,23782.3,422443.69
TXN004758,1899,2024-12-13 07:05:51.035103,30,Male,Mumbai,Savings,Deposit,Debit Card,3051.21,312650.49
TXN004759,1554,2024-12-13 08:50:58.865886,46,Female,Hyderabad,Current,Withdrawal,Debit Card,53668.7,324819.86
TXN004760,1354,2024-12-13 10:36:06.696669,52,Female,Delhi,Savings,Deposit,UPI,57991.28,194004.06
TXN004761,1416,2024-12-13 12:21:14.527452,25,Male,Bangalore,Savings,Withdrawal,UPI,32958.18,389537.94
TXN004762,1109,2024-12-13 14:06:22.358235,46,Female,Pune,Current,Withdrawal,UPI,64192.72,80283.35
TXN004763,1563,2024-12-13 15:51:30.189018,48,Female,Hyderabad,Savings,Transfer,UPI,3886.41,203990.36
TXN004764,1762,2024-12-13 17:36:38.019801,58,Male,Pune,Current,Transfer,UPI,34123.32,28351.08
TXN004765,1497,2024-12-13 19:21:45.850585,47,Female,Hyderabad,Current,Deposit,ATM,14542.73,62141.49
TXN004766,1341,2024-12-13 21:06:53.681368,39,Female,Bangalore,Current,Withdrawal,Net Banking,23057.63,45355.3
TXN004767,1942,2024-12-13 22:52:01.512151,38,Male,Delhi,Savings,Withdrawal,UPI,38315.18,223510.89
TXN004768,1383,2024-12-14 00:37:09.342934,29,Male,Bangalore,Savings,Deposit,Debit Card,49391.72,350175.56
TXN004769,1533,2024-12-14 02:22:17.173717,28,Female,Delhi,Savings,Transfer,ATM,9410.63,159784.87
TXN004770,1300,2024-12-14 04:07:25.004500,19,Male,Pune,Savings,Transfer,Net Banking,10221.79,18172.48
TXN004771,1139,2024-12-14 05:52:32.835283,67,Female,Mumbai,Savings,Deposit,Debit Card,67437.08,355068.15
TXN004772,1359,2024-12-14 07:37:40.666066,58,Male,Delhi,Savings,Withdrawal,Net Banking,40472.83,107679.37
TXN004773,1836,2024-12-14 09:22:48.496849,19,Female,Hyderabad,Current,Deposit,ATM,17734.54,362723.97
TXN004774,1499,2024-12-14 11:07:56.327632,51,Male,Mumbai,Current,Withdrawal,Debit Card,23568.22,8640.54
TXN004775,1385,2024-12-14 12:53:04.158415,20,Male,Pune,Savings,Withdrawal,UPI,72033.62,159609.34
TXN004776,1604,2024-12-14 14:38:11.989198,33,Female,Chennai,Savings,Deposit,UPI,5270.71,312509.22
TXN004777,1959,2024-12-14 16:23:19.819982,68,Male,Mumbai,Savings,Transfer,Net Banking,50923.44,436219.63
TXN004778,1280,2024-12-14 18:08:27.650765,21,Male,Delhi,Savings,Withdrawal,Debit Card,36096.09,378293.58
TXN004779,1637,2024-12-14 19:53:35.481548,40,Female,Mumbai,Savings,Transfer,UPI,81133.6,227561.76
TXN004780,1483,2024-12-14 21:38:43.312331,67,Male,Pune,Current,Deposit,Net Banking,79031.69,360664.83
TXN004781,1909,2024-12-14 23:23:51.143114,37,Male,Mumbai,Savings,Transfer,UPI,68951.24,271083.0
TXN004782,1111,2024-12-15 01:08:58.973897,42,Male,Pune,Savings,Transfer,UPI,38539.9,407630.8
TXN004783,1866,2024-12-15 02:54:06.804680,47,Female,Chennai,Savings,Deposit,ATM,63160.5,387172.45
TXN004784,1139,2024-12-15 04:39:14.635463,35,Male,Delhi,Savings,Deposit,ATM,64020.89,488046.82
TXN004785,1996,2024-12-15 06:24:22.466246,59,Female,Hyderabad,Savings,Transfer,ATM,33286.77,56944.34
TXN004786,1435,2024-12-15 08:09:30.297029,28,Female,Mumbai,Savings,Withdrawal,UPI,88009.49,173648.93
TXN004787,1509,2024-12-15 09:54:38.127812,46,Male,Bangalore,Current,Withdrawal,Net Banking,98487.27,100226.52
TXN004788,1273,2024-12-15 11:39:45.958595,34,Female,Hyderabad,Savings,Transfer,Net Banking,31512.55,317230.2
TXN004789,1099,2024-12-15 13:24:53.789378,43,Female,Mumbai,Savings,Deposit,UPI,80142.61,333693.71
TXN004790,1764,2024-12-15 15:10:01.620162,40,Female,Hyderabad,Savings,Withdrawal,UPI,50140.74,105886.29
TXN004791,1850,2024-12-15 16:55:09.450945,69,Female,Bangalore,Savings,Withdrawal,UPI,46418.87,213668.54
TXN004792,1104,2024-12-15 18:40:17.281728,65,Male,Hyderabad,Savings,Withdrawal,Net Banking,38717.63,303064.36
TXN004793,1214,2024-12-15 20:25:25.112511,37,Male,Hyderabad,Savings,Deposit,Net Banking,29273.33,331181.83
TXN004794,1761,2024-12-15 22:10:32.943294,62,Male,Bangalore,Savings,Withdrawal,ATM,91958.84,55810.26
TXN004795,1664,2024-12-15 23:55:40.774077,19,Female,Bangalore,Savings,Withdrawal,Debit Card,74107.42,460931.05
TXN004796,1762,2024-12-16 01:40:48.604860,41,Female,Bangalore,Savings,Withdrawal,Debit Card,44126.22,21871.14
TXN004797,1787,2024-12-16 03:25:56.435643,48,Male,Chennai,Savings,Withdrawal,ATM,75181.31,486606.49
TXN004798,1165,2024-12-16 05:11:04.266426,44,Female,Pune,Savings,Deposit,UPI,71888.11,161581.28
TXN004799,1999,2024-12-16 06:56:12.097209,19,Male,Pune,Savings,Transfer,UPI,26807.02,161591.06
TXN004800,1853,2024-12-16 08:41:19.927992,31,Female,Bangalore,Savings,Withdrawal,UPI,17695.62,225782.87
TXN004801,1520,2024-12-16 10:26:27.758775,21,Male,Pune,Savings,Transfer,ATM,83646.29,349004.39
TXN004802,1284,2024-12-16 12:11:35.589558,66,Male,Hyderabad,Savings,Deposit,UPI,81159.48,84002.88
TXN004803,1517,2024-12-16 13:56:43.420342,30,Male,Bangalore,Savings,Withdrawal,UPI,99686.58,131217.47
TXN004804,1657,2024-12-16 15:41:51.251125,53,Female,Mumbai,Savings,Deposit,UPI,2034.39,480978.48
TXN004805,1613,2024-12-16 17:26:59.081908,52,Male,Bangalore,Savings,Withdrawal,ATM,54084.03,439036.86
TXN004806,1164,2024-12-16 19:12:06.912691,61,Female,Bangalore,Savings,Deposit,Net Banking,70162.14,110133.88
TXN004807,1886,2024-12-16 20:57:14.743474,25,Female,Pune,Savings,Withdrawal,Net Banking,58295.75,288640.66
TXN004808,1659,2024-12-16 22:42:22.574257,19,Male,Delhi,Current,Transfer,Debit Card,71073.16,105782.87
TXN004809,1064,2024-12-17 00:27:30.405040,23,Male,Hyderabad,Savings,Deposit,Debit Card,13812.4,277280.32
TXN004810,1091,2024-12-17 02:12:38.235823,48,Female,Pune,Savings,Deposit,UPI,251.45,186057.78
TXN004811,1117,2024-12-17 03:57:46.066606,27,Female,Hyderabad,Savings,Transfer,UPI,9393.9,184400.25
TXN004812,1866,2024-12-17 05:42:53.897389,61,Male,Mumbai,Savings,Withdrawal,UPI,38067.98,319359.58
TXN004813,1267,2024-12-17 07:28:01.728172,38,Male,Chennai,Savings,Withdrawal,UPI,32960.44,129661.22
TXN004814,1822,2024-12-17 09:13:09.558955,59,Female,Delhi,Current,Deposit,ATM,87412.91,205108.5
TXN004815,1685,2024-12-17 10:58:17.389738,27,Male,Mumbai,Current,Withdrawal,UPI,8444.27,463003.13
TXN004816,1559,2024-12-17 12:43:25.220522,40,Male,Mumbai,Savings,Deposit,Debit Card,44326.34,378905.58
TXN004817,1140,2024-12-17 14:28:33.051305,20,Male,Hyderabad,Savings,Withdrawal,UPI,95786.46,194725.3
TXN004818,1246,2024-12-17 16:13:40.882088,49,Male,Delhi,Current,Withdrawal,UPI,50340.08,118979.62
TXN004819,1661,2024-12-17 17:58:48.712871,37,Female,Hyderabad,Savings,Transfer,Net Banking,13326.77,331210.76
TXN004820,1758,2024-12-17 19:43:56.543654,27,Female,Chennai,Savings,Deposit,UPI,29197.59,404806.39
TXN004821,1395,2024-12-17 21:29:04.374437,46,Male,Hyderabad,Savings,Withdrawal,ATM,62716.47,431078.52
TXN004822,1487,2024-12-17 23:14:12.205220,58,Male,Bangalore,Savings,Deposit,UPI,1297.75,284319.23
TXN004823,1476,2024-12-18 00:59:20.036003,69,Female,Hyderabad,Savings,Transfer,UPI,96813.22,260815.93
TXN004824,1517,2024-12-18 02:44:27.866786,68,Female,Bangalore,Savings,Withdrawal,ATM,56740.99,361222.99
TXN004825,1977,2024-12-18 04:29:35.697569,63,Female,Mumbai,Savings,Deposit,ATM,70443.5,92004.58
TXN004826,1184,2024-12-18 06:14:43.528352,51,Female,Chennai,Savings,Deposit,UPI,49946.21,426808.77
TXN004827,1020,2024-12-18 07:59:51.359135,54,Female,Pune,Savings,Deposit,Net Banking,95796.63,41592.13
TXN004828,1937,2024-12-18 09:44:59.189918,37,Male,Bangalore,Savings,Deposit,Debit Card,58963.18,303493.37
TXN004829,1558,2024-12-18 11:30:07.020702,25,Male,Chennai,Savings,Withdrawal,UPI,66232.17,296898.29
TXN004830,1524,2024-12-18 13:15:14.851485,24,Female,Hyderabad,Savings,Deposit,UPI,86097.67,158797.65
TXN004831,1582,2024-12-18 15:00:22.682268,23,Female,Pune,Savings,Transfer,Debit Card,86169.51,22554.11
TXN004832,1529,2024-12-18 16:45:30.513051,28,Male,Hyderabad,Savings,Deposit,Debit Card,2914.32,360338.16
TXN004833,1883,2024-12-18 18:30:38.343834,61,Female,Mumbai,Savings,Transfer,UPI,28401.76,16966.19
TXN004834,1147,2024-12-18 20:15:46.174617,35,Female,Hyderabad,Current,Deposit,UPI,24707.18,93907.78
TXN004835,1666,2024-12-18 22:00:54.005400,68,Male,Bangalore,Savings,Deposit,UPI,763.83,274397.23
TXN004836,1304,2024-12-18 23:46:01.836183,59,Male,Mumbai,Savings,Transfer,UPI,87690.58,470291.6
TXN004837,1620,2024-12-19 01:31:09.666966,46,Male,Chennai,Savings,Transfer,UPI,31782.29,37637.09
TXN004838,1748,2024-12-19 03:16:17.497749,42,Male,Mumbai,Savings,Withdrawal,Net Banking,34760.58,291499.53
TXN004839,1820,2024-12-19 05:01:25.328532,38,Female,Chennai,Savings,Withdrawal,Debit Card,10052.28,167802.05
TXN004840,1864,2024-12-19 06:46:33.159315,63,Male,Delhi,Savings,Transfer,Debit Card,98973.16,336361.9
TXN004841,1582,2024-12-19 08:31:40.990099,20,Female,Bangalore,Savings,Withdrawal,UPI,82642.49,476689.86
TXN004842,1695,2024-12-19 10:16:48.820882,35,Female,Bangalore,Savings,Deposit,UPI,57229.05,137952.21
TXN004843,1762,2024-12-19 12:01:56.651665,41,Female,Chennai,Savings,Deposit,UPI,77215.84,478183.86
TXN004844,1228,2024-12-19 13:47:04.482448,64,Female,Hyderabad,Savings,Withdrawal,ATM,77733.6,435960.02
TXN004845,1102,2024-12-19 15:32:12.313231,55,Male,Pune,Savings,Withdrawal,UPI,65707.46,305492.68
TXN004846,1587,2024-12-19 17:17:20.144014,27,Female,Hyderabad,Savings,Withdrawal,UPI,17483.72,380327.15
TXN004847,1417,2024-12-19 19:02:27.974797,44,Female,Delhi,Current,Deposit,UPI,72059.45,433119.56
TXN004848,1958,2024-12-19 20:47:35.805580,29,Female,Chennai,Savings,Transfer,Net Banking,57004.78,402716.97
TXN004849,1216,2024-12-19 22:32:43.636363,24,Male,Delhi,Savings,Withdrawal,ATM,72434.78,166720.3
TXN004850,1407,2024-12-20 00:17:51.467146,34,Male,Chennai,Current,Withdrawal,UPI,54390.98,407239.02
TXN004851,1399,2024-12-20 02:02:59.297929,18,Male,Delhi,Savings,Deposit,Debit Card,95638.07,160191.83
TXN004852,1923,2024-12-20 03:48:07.128712,67,Male,Chennai,Savings,Transfer,Debit Card,62739.84,434204.25
TXN004853,1715,2024-12-20 05:33:14.959495,43,Male,Bangalore,Savings,Withdrawal,UPI,57410.68,131455.7
TXN004854,1704,2024-12-20 07:18:22.790279,32,Female,Delhi,Savings,Withdrawal,UPI,84294.54,288269.13
TXN004855,1761,2024-12-20 09:03:30.621062,68,Male,Delhi,Savings,Transfer,Debit Card,37985.73,347997.2
TXN004856,1499,2024-12-20 10:48:38.451845,50,Female,Chennai,Savings,Transfer,UPI,31647.79,215766.66
TXN004857,1754,2024-12-20 12:33:46.282628,54,Male,Mumbai,Savings,Deposit,Debit Card,50366.57,392571.39
TXN004858,1465,2024-12-20 14:18:54.113411,64,Female,Mumbai,Savings,Transfer,UPI,58488.3,463051.17
TXN004859,1691,2024-12-20 16:04:01.944194,48,Male,Bangalore,Current,Withdrawal,ATM,22126.16,97195.28
TXN004860,1949,2024-12-20 17:49:09.774977,52,Female,Hyderabad,Savings,Deposit,UPI,68259.92,21554.11
TXN004861,1974,2024-12-20 19:34:17.605760,18,Male,Hyderabad,Savings,Deposit,Debit Card,80257.23,315125.63
TXN004862,1731,2024-12-20 21:19:25.436543,25,Female,Bangalore,Savings,Withdrawal,Net Banking,57774.25,303082.5
TXN004863,1082,2024-12-20 23:04:33.267326,29,Female,Hyderabad,Savings,Withdrawal,UPI,52344.06,173945.7
TXN004864,1604,2024-12-21 00:49:41.098109,36,Female,Pune,Savings,Withdrawal,UPI,29534.76,393804.17
TXN004865,1947,2024-12-21 02:34:48.928892,42,Female,Pune,Savings,Deposit,UPI,90967.34,413940.56
TXN004866,1687,2024-12-21 04:19:56.759675,49,Female,Pune,Savings,Transfer,Net Banking,75474.52,169332.91
TXN004867,1751,2024-12-21 06:05:04.590459,29,Female,Pune,Current,Transfer,Debit Card,48080.66,342724.89
TXN004868,1772,2024-12-21 07:50:12.421242,30,Male,Chennai,Savings,Withdrawal,UPI,65944.78,322802.41
TXN004869,1903,2024-12-21 09:35:20.252025,45,Male,Mumbai,Savings,Transfer,Net Banking,33754.25,174608.87
TXN004870,1365,2024-12-21 11:20:28.082808,18,Female,Bangalore,Savings,Transfer,ATM,6075.76,484728.39
TXN004871,1163,2024-12-21 13:05:35.913591,68,Female,Chennai,Savings,Deposit,UPI,20472.37,176469.11
TXN004872,1048,2024-12-21 14:50:43.744374,23,Female,Pune,Current,Transfer,ATM,8040.86,312040.59
TXN004873,1511,2024-12-21 16:35:51.575157,25,Female,Bangalore,Savings,Transfer,ATM,50866.75,193162.57
TXN004874,1329,2024-12-21 18:20:59.405940,21,Female,Mumbai,Savings,Deposit,Debit Card,62244.16,10857.35
TXN004875,1840,2024-12-21 20:06:07.236723,22,Female,Hyderabad,Savings,Transfer,UPI,38106.58,50361.05
TXN004876,1116,2024-12-21 21:51:15.067506,42,Female,Chennai,Savings,Deposit,Net Banking,53062.41,119996.58
TXN004877,1941,2024-12-21 23:36:22.898289,39,Male,Mumbai,Current,Withdrawal,Debit Card,8634.95,407023.25
TXN004878,1849,2024-12-22 01:21:30.729072,45,Female,Bangalore,Current,Transfer,Debit Card,77018.85,223822.1
TXN004879,1337,2024-12-22 03:06:38.559855,56,Female,Delhi,Savings,Transfer,UPI,3374.93,296368.71
TXN004880,1881,2024-12-22 04:51:46.390639,40,Male,Chennai,Savings,Withdrawal,Net Banking,63479.12,472209.0
TXN004881,1737,2024-12-22 06:36:54.221422,21,Male,Bangalore,Savings,Withdrawal,ATM,43391.32,77776.74
TXN004882,1864,2024-12-22 08:22:02.052205,69,Female,Bangalore,Savings,Withdrawal,Net Banking,18461.99,431600.59
TXN004883,1840,2024-12-22 10:07:09.882988,21,Male,Mumbai,Savings,Withdrawal,UPI,52353.28,192721.82
TXN004884,1147,2024-12-22 11:52:17.713771,64,Male,Bangalore,Savings,Withdrawal,Net Banking,78116.73,172052.6
TXN004885,1575,2024-12-22 13:37:25.544554,38,Male,Chennai,Savings,Withdrawal,Debit Card,41410.89,314636.5
TXN004886,1806,2024-12-22 15:22:33.375337,54,Female,Pune,Savings,Transfer,Net Banking,36834.13,449826.08
TXN004887,1323,2024-12-22 17:07:41.206120,58,Female,Chennai,Savings,Deposit,UPI,14331.79,177525.28
TXN004888,1443,2024-12-22 18:52:49.036903,19,Male,Bangalore,Savings,Withdrawal,UPI,59498.14,381897.08
TXN004889,1837,2024-12-22 20:37:56.867686,24,Female,Mumbai,Savings,Deposit,UPI,82818.57,14524.83
TXN004890,1013,2024-12-22 22:23:04.698469,66,Female,Chennai,Savings,Withdrawal,UPI,56178.02,313435.3
TXN004891,1943,2024-12-23 00:08:12.529252,33,Female,Delhi,Savings,Deposit,UPI,16592.25,317126.54
TXN004892,1494,2024-12-23 01:53:20.360036,34,Male,Pune,Current,Withdrawal,Net Banking,66156.66,280249.96
TXN004893,1701,2024-12-23 03:38:28.190819,37,Male,Hyderabad,Savings,Deposit,Debit Card,3111.16,469222.2
TXN004894,1287,2024-12-23 05:23:36.021602,40,Male,Mumbai,Savings,Deposit,UPI,83821.59,469602.68
TXN004895,1720,2024-12-23 07:08:43.852385,51,Male,Mumbai,Savings,Withdrawal,Net Banking,92157.37,174320.13
TXN004896,1114,2024-12-23 08:53:51.683168,28,Female,Hyderabad,Savings,Withdrawal,Debit Card,59743.95,230900.3
TXN004897,1480,2024-12-23 10:38:59.513951,51,Female,Hyderabad,Savings,Withdrawal,Net Banking,88189.82,397225.9
TXN004898,1022,2024-12-23 12:24:07.344734,50,Female,Chennai,Savings,Deposit,Net Banking,8542.11,422736.14
TXN004899,1349,2024-12-23 14:09:15.175517,43,Male,Bangalore,Savings,Transfer,Debit Card,22911.61,211894.56
TXN004900,1726,2024-12-23 15:54:23.006300,19,Male,Bangalore,Current,Deposit,UPI,31794.34,177768.16
TXN004901,1683,2024-12-23 17:39:30.837083,40,Female,Delhi,Savings,Transfer,Net Banking,77339.35,411205.18
TXN004902,1835,2024-12-23 19:24:38.667866,58,Male,Pune,Savings,Withdrawal,UPI,48475.56,191550.4
TXN004903,1566,2024-12-23 21:09:46.498649,39,Male,Bangalore,Savings,Deposit,Debit Card,34899.91,205589.94
TXN004904,1906,2024-12-23 22:54:54.329432,51,Female,Delhi,Savings,Withdrawal,Debit Card,15891.16,72087.56
TXN004905,1810,2024-12-24 00:40:02.160216,32,Male,Delhi,Savings,Transfer,UPI,81083.24,273759.82
TXN004906,1320,2024-12-24 02:25:09.990999,27,Male,Mumbai,Savings,Withdrawal,ATM,2150.29,166591.79
TXN004907,1126,2024-12-24 04:10:17.821782,32,Female,Mumbai,Savings,Deposit,UPI,33793.32,297350.33
TXN004908,1277,2024-12-24 05:55:25.652565,59,Male,Pune,Current,Withdrawal,UPI,24353.28,226863.49
TXN004909,1976,2024-12-24 07:40:33.483348,46,Female,Chennai,Savings,Withdrawal,UPI,12988.13,375327.55
TXN004910,1204,2024-12-24 09:25:41.314131,40,Female,Hyderabad,Current,Transfer,Net Banking,17286.95,142497.57
TXN004911,1194,2024-12-24 11:10:49.144914,34,Male,Hyderabad,Savings,Transfer,UPI,49430.33,90139.78
TXN004912,1681,2024-12-24 12:55:56.975697,26,Female,Pune,Savings,Deposit,Net Banking,42663.04,352965.08
TXN004913,1664,2024-12-24 14:41:04.806480,67,Male,Delhi,Savings,Deposit,ATM,51885.08,195142.97
